lastname,firstname,birthDate,zodiac
Miller,Zell,25-02-32,Pisces
Mills,Richard_P,28-11-44,Sagittarius
Milne,A_A,18-01-1882,Capricorn
Milosz,Czeslaw,30-06-11,Cancer
Milton,John,09-12-1608,Sagittarius
Mineta,Norman_Y,12-11-31,Scorpio
Minghella,Anthony,06-01-54,Capricorn
Minnelli,Liza,12-03-46,Pisces
Mirer,Rick,19-03-70,Pisces
Miro,Joan,20-04-1893,Aries
Mirren,Helen,26-07-45,Leo
Mitchell,Brian_Stokes,31-10-57,Scorpio
Mitchell,Elvis,06-12-58,Sagittarius
Mitchell,George_J,20-08-33,Leo
Mitchell,Joni,07-11-43,Scorpio
Mitchell,Margaret,08-11-00,Scorpio
Miyake,Issey,22-04-38,Taurus
Miyazawa,Kiichi,08-10-19,Libra
Mizrahi,Isaac,14-10-61,Libra
Moakley,Joe,27-04-27,Taurus
Modell,Art,23-06-25,Cancer
Modigliani,Amedeo,12-07-1884,Cancer
Mofaz,Shaul,04-11-48,Scorpio
Mohamad,Mahathir,10-07-25,Cancer
Mohammed,Khalid_Shaikh,14-04-65,Aries
Mondale,Walter_F,05-01-28,Capricorn
Mondavi,Robert,18-06-13,Gemini
Mondesi,Raul,12-03-71,Pisces
Mondrian,Piet,07-03-1872,Pisces
Monet,Claude,14-11-1840,Scorpio
Monk,Meredith,20-11-42,Scorpio
Monk,Thelonious,10-10-17,Libra
Monroe,Marilyn,01-06-26,Gemini
Monserrate,Hiram,12-07-67,Cancer
Montand,Yves,13-10-21,Libra
Montesinos,Vladimiro,20-05-46,Taurus
Monteverdi,Claudio,15-05-1567,Taurus
Montgomerie,Colin,23-06-63,Cancer
Montgomery,Tim,25-01-75,Aquarius
Monti,Mario,19-03-43,Pisces
Moody,Rick,18-10-61,Libra
Moon,Sun_Myung,25-02-20,Pisces
Moon,Warren,18-11-56,Scorpio
Moonves,Leslie,06-10-49,Libra
Moore,Demi,11-11-62,Scorpio
Moore,Julianne,03-12-60,Sagittarius
Moore,Lorrie,13-01-57,Capricorn
Moore,Mary_Tyler,29-12-36,Capricorn
Moore,Michael,23-04-54,Taurus
Moore,Roy_S,11-02-47,Aquarius
Moorer,Michael,12-11-67,Scorpio
Morales,Dan,24-04-56,Taurus
Morales,Evo,26-10-59,Scorpio
Mordden,Ethan,27-01-49,Aquarius
Mordechai,Yitzhak,22-11-44,Scorpio
Morgan,Gil,25-09-46,Libra
Morgenson,Gretchen,02-01-56,Capricorn
Morgenthau,Robert_M,31-07-19,Leo
Morissette,Alanis,01-06-74,Gemini
Morris,Dick,28-11-46,Sagittarius
Morris,Errol,05-02-48,Aquarius
Morrison,Tommy,02-01-69,Capricorn
Morrison,Toni,18-02-31,Aquarius
Mortier,Gerard,25-11-43,Sagittarius
Mortimer,John,21-04-23,Taurus
Mosbacher,Robert_A,11-03-27,Pisces
Moseley-Braun,Carol,16-08-47,Leo
Moses,Robert,18-12-1888,Sagittarius
Moskowitz,Eva_S,04-03-64,Pisces
Mosley,Shane,07-09-71,Virgo
Mosley,Walter,12-01-52,Capricorn
Moss,Randy,13-02-77,Aquarius
Mota,Guillermo,25-07-73,Leo
Motley,Constance_Baker,14-09-21,Virgo
Mourning,Alonzo,08-02-70,Aquarius
Moussa,Amr,03-10-36,Libra
Moussaoui,Zacarias,30-05-68,Gemini
Moussavi,Mir_Hussein,02-03-42,Pisces
Moya,Carlos,27-08-76,Virgo
Moyers,Bill,05-06-34,Gemini
Moynihan,Daniel_Patrick,16-03-27,Pisces
Mozart,Wolfgang_Amadeus,27-01-1756,Aquarius
Mozilo,Angelo_R,01-01-38,Capricorn
Mubarak,Hosni,04-05-28,Taurus
Muckler,John,13-04-34,Aries
Mueller,Robert_S_III,07-08-44,Leo
Mugabe,Robert,21-02-24,Pisces
Muhammad,John_Allen,31-12-60,Capricorn
Muhammad,Khalid_Abdul,12-01-48,Capricorn
Mukasey,Michael_B,28-07-41,Leo
Mulally,Alan_R,04-08-45,Leo
Mulcahy,Anne_M,21-10-52,Libra
Mullen,Michael_G,04-10-46,Libra
Munch,Edvard,12-12-1863,Sagittarius
Munro,Alice,10-07-31,Cancer
Murakami,Haruki,12-01-49,Capricorn
Murakami,Takashi,01-01-62,Capricorn
Murdoch,Iris,15-07-19,Cancer
Murdoch,Lachlan,08-09-71,Virgo
Murdoch,Rupert,11-03-31,Pisces
Murkowski,Frank_H,28-03-33,Aries
Murphy,Eddie,03-04-61,Aries
Murray,Bill,21-09-50,Virgo
Murray,Eddie,24-02-56,Pisces
Murray,Patty,11-10-50,Libra
Murtha,John_P,17-06-32,Gemini
Muschamp,Herbert,28-11-47,Sagittarius
Museveni,Yoweri_K,01-01-44,Capricorn
Musgrove,Ronnie,29-07-56,Leo
Musharraf,Pervez,11-08-43,Leo
Mussolini,Benito,29-07-1883,Leo
Muster,Thomas,02-10-67,Libra
Muti,Riccardo,28-07-41,Leo
Mutombo,Dikembe,25-06-66,Cancer
Mutter,Anne-Sophie,29-06-63,Cancer
Myers,Richard_B,01-03-42,Pisces
Neagle,Denny,13-09-68,Virgo
Neeson,Liam,07-06-52,Gemini
Negroponte,John_D,21-07-39,Cancer
Negroponte,Nicholas,01-12-43,Sagittarius
Nelson,Don,15-05-40,Taurus
Nelson,Willie,29-04-33,Taurus
Nemy,Enid,01-01-24,Capricorn
Netanyahu,Benjamin,21-10-49,Libra
Neulander,Fred_J,14-08-41,Leo
Neuwirth,Bebe,31-12-58,Capricorn
Newdow,Michael_A,24-06-53,Cancer
Newman,Jon_O,01-01-32,Capricorn
Newman,Paul,26-01-25,Aquarius
Newman,Randy,28-11-43,Sagittarius
Newman,Ryan,08-12-77,Sagittarius
Newsom,Gavin,10-10-67,Libra
Newton,Helmut,31-10-20,Scorpio
Newton,Isaac,25-12-1642,Capricorn
Ney,Bob,05-07-54,Cancer
Nicholas_II,Czar_of_Russia,18-05-1868,Taurus
Nichols,Mike,06-11-31,Scorpio
Nichols,Peter,31-07-27,Leo
Nichols,Terry_Lynn,01-04-55,Aries
Nicholson,Geoff,04-03-53,Pisces
Nicholson,Jack,22-04-37,Taurus
Nickerson,Eugene_H,02-08-18,Leo
Nicklaus,Jack,21-01-40,Aquarius
Nickles,Don,06-12-48,Sagittarius
Niedermayer,Scott,31-08-73,Virgo
Nifong,Michael_B,14-09-50,Virgo
Nijinsky,Vaslav,12-03-1889,Pisces
Nixon,Cynthia,09-04-66,Aries
Nixon,Richard_Milhous,09-01-13,Capricorn
Niyazov,Saparmurat,19-02-40,Pisces
Nkunda,Laurent,02-02-67,Aquarius
Noguchi,Isamu,17-11-04,Scorpio
Nolte,Nick,08-02-41,Aquarius
Nomo,Hideo,31-08-68,Virgo
Noriega,Manuel_Antonio,11-02-34,Aquarius
Norman,Clarence_Jr,25-08-51,Virgo
Norman,Greg,10-02-55,Aquarius
Norman,Jessye,15-09-45,Virgo
Norman,Magnus,30-05-76,Gemini
Norrington,Roger,16-03-34,Pisces
North,Oliver_L,07-10-43,Libra
Norton,Eleanor_Holmes,13-06-37,Gemini
Norton,Gale,11-03-54,Pisces
Notebaert,Richard_C,01-01-47,Capricorn
Nouvel,Jean,12-08-45,Leo
Novak,Michael,09-09-33,Virgo
Novak,Robert,26-02-31,Pisces
Nowak,Lisa_Marie,10-05-63,Taurus
Nowitzki,Dirk,19-06-78,Gemini
Nuland,Sherwin_B,08-12-30,Sagittarius
Nunn,Sam,08-09-38,Virgo
Nunn,Trevor,14-01-40,Capricorn
Nureyev,Rudolf,17-03-38,Pisces
Nussbaum,Hedda,01-01-42,Capricorn
Nussbaum,Martha_C,06-05-47,Taurus
Nusseibeh,Sari,01-01-49,Capricorn
Oakley,Charles,18-12-63,Sagittarius
Oates,Joyce_Carol,16-06-38,Gemini
Obama,Barack,04-08-61,Leo
Obama,Michelle,17-01-64,Capricorn
Obasanjo,Olusegun,05-03-37,Pisces
Obey,David_R,03-10-38,Libra
Ocalan,Abdullah,04-04-48,Aries
Ochs,Adolph_S,12-03-1858,Pisces
Odeh,Mohammed_Saddiq,01-01-65,Capricorn
Odets,Clifford,18-07-06,Cancer
Odierno,Raymond_T,08-09-54,Virgo
Odinga,Raila,07-01-45,Capricorn
Odom,Lamar,06-11-79,Scorpio
Ogata,Sadako,16-09-27,Virgo
Ohlsson,Garrick,03-04-48,Aries
Ohno,Apolo_Anton,22-05-82,Gemini
Ojito,Mirta,01-01-60,Capricorn
Olajuwon,Hakeem,21-01-63,Aquarius
Olazabal,Jose_Maria,05-02-66,Aquarius
Olbermann,Keith,27-01-59,Aquarius
Oldham,Todd,22-10-61,Libra
Olerud,John,05-08-68,Leo
Oliva,L_Jay,23-09-33,Virgo
Olivier,Laurence,22-05-07,Gemini
Olmert,Ehud,30-09-45,Libra
Olmsted,Frederick_Law,26-04-1822,Taurus
Olney,Buster,17-02-64,Aquarius
Olson,Sara_Jane,16-01-47,Capricorn
Olson,Theodore_B,11-09-40,Virgo
Omar,Muhammad,01-01-60,Capricorn
Ondaatje,Michael,12-09-43,Virgo
Ono,Yoko,18-02-33,Aquarius
Oppens,Ursula,02-02-44,Aquarius
Orbach,Jerry,20-10-35,Libra
Ordonez,Rey,11-11-71,Scorpio
Orenstein,Peggy,01-01-61,Capricorn
Ornish,Dean,16-07-53,Cancer
Ortega_Saavedra,Daniel,11-11-45,Scorpio
Ortiz,David,18-11-75,Scorpio
Orton,Joe,01-01-33,Capricorn
Orwell,George,25-06-03,Cancer
Osbourne,Ozzy,03-12-48,Sagittarius
Osby,Greg,03-08-60,Leo
Osgood,Chris,26-11-72,Sagittarius
Oswald,Lee_Harvey,18-10-39,Libra
Ottey,Merlene,10-05-60,Taurus
Ouroussoff,Nicolai,03-10-62,Libra
Overbye,Dennis,02-06-44,Gemini
Ovitz,Michael,14-12-46,Sagittarius
Owen,Clive,03-10-64,Libra
Owens,Major_R,28-06-36,Cancer
Owens,Terrell,07-12-73,Sagittarius
Oxley,Michael_G,11-02-44,Aquarius
Oz,Amos,04-05-39,Taurus
Ozawa,Seiji,01-09-35,Virgo
Ozick,Cynthia,17-04-28,Aries
Pace,Peter,05-11-45,Scorpio
Pacino,Al,25-04-40,Taurus
Packer,George,13-08-60,Leo
Padavan,Frank,31-10-34,Scorpio
Paerson,Anja,25-04-81,Taurus
Page,Larry,26-03-73,Aries
Pahlevi,Mohammed_Riza,26-10-19,Scorpio
Paige,Roderick_R,17-06-33,Gemini
Pak,Se_Ri,28-09-77,Libra
Paksas,Rolandas,10-06-56,Gemini
Pakula,Alan_J,07-04-28,Aries
Paley,Grace,11-12-22,Sagittarius
Palffy,Zigmund,05-05-72,Taurus
Palin,Sarah,11-02-64,Aquarius
Pallone,Frank_Jr,30-10-51,Scorpio
Palme,Olof,30-01-27,Aquarius
Palmer,Arnold,10-09-29,Virgo
Palmer,Carson,27-12-79,Capricorn
Palmisano,Samuel_J,29-07-51,Leo
Paltrow,Gwyneth,27-09-72,Libra
Pamuk,Orhan,07-06-52,Gemini
Pandit,Vikram_S,14-01-57,Capricorn
Panetta,Leon_E,28-06-38,Cancer
Pantani,Marco,13-01-70,Capricorn
Papandreou,Andreas,05-02-19,Aquarius
Papon,Maurice,03-09-10,Virgo
Parcells,Bill,22-08-41,Leo
Pareles,Jon,25-10-53,Scorpio
Parini,Jay,02-04-48,Aries
Parker,Candace,19-04-86,Aries
Parker,Charlie,29-08-20,Virgo
Parker,Dorothy,22-08-1893,Leo
Parker,Mary-Louise,02-08-64,Leo
Parker,Robert_B,17-09-32,Virgo
Parker,Sarah_Jessica,25-03-65,Aries
Parker,Trey,19-10-69,Libra
Parks,Gordon,30-11-12,Sagittarius
Parks,Rosa,04-02-13,Aquarius
Parks,Suzan-Lori,10-05-63,Taurus
Parretti,Giancarlo,15-11-41,Scorpio
Parsons,Estelle,20-11-27,Scorpio
Partch,Harry,24-06-01,Cancer
Parton,Dolly,19-01-46,Capricorn
Pasachoff,Jay_M,01-01-43,Capricorn
Pascrell,William_J_Jr,25-01-37,Aquarius
Pataki,George_E,24-06-45,Cancer
Pataki,Libby,17-11-50,Scorpio
Patchett,Ann,02-12-63,Sagittarius
Patel,Marilyn_Hall,01-01-38,Capricorn
Paterno,Joe,21-12-26,Sagittarius
Paterson,David_A,20-05-54,Taurus
Patinkin,Mandy,30-11-52,Sagittarius
Patrick,Danica,25-03-82,Aries
Patrick,Deval_L,31-07-56,Leo
Patterson,Orlando,05-06-40,Gemini
Patton,Paul_E,26-05-37,Gemini
Paul,Ron,20-08-35,Leo
Paulos,John_Allen,04-07-45,Cancer
Paulson,Henry_M_Jr,28-03-46,Aries
Pavarotti,Luciano,12-10-35,Libra
Pawlenty,Tim,27-11-60,Sagittarius
Pawson,John,06-05-49,Taurus
Paxon,Bill,29-04-54,Taurus
Paxton,Bill,17-05-55,Taurus
Payne,Alexander,10-02-61,Aquarius
Payton,Gary,23-07-68,Leo
Payton,Jay,22-11-75,Scorpio
Payton,Sean,29-12-63,Capricorn
Payton,Walter,25-07-54,Leo
Pearl,Daniel,10-10-63,Libra
Pearlstine,Norman,04-10-42,Libra
Peca,Michael,26-03-74,Aries
Peck,Dale,01-01-67,Capricorn
Peck,Gregory,05-04-16,Aries
Pei,I_M,26-04-17,Taurus
Pelletier,David,22-11-74,Scorpio
Pelli,Cesar,12-10-26,Libra
Pellicano,Anthony,22-03-44,Aries
Pelosi,Daniel,02-08-63,Leo
Peltz,Nelson,24-06-42,Cancer
Pendleton,Moses,28-03-49,Aries
Penn,Irving,16-06-17,Gemini
Penn,Mark,15-01-54,Capricorn
Penn,Sean,17-08-60,Leo
Pennington,Chad,26-06-76,Cancer
Pepin,Jacques,18-12-35,Sagittarius
Pepper,Dottie,17-08-65,Leo
Perahia,Murray,19-04-47,Aries
Perdue,Sonny,20-12-46,Sagittarius
Peres,Shimon,02-08-23,Leo
Perez_Balladares,Ernesto,29-06-46,Cancer
Perez,Israel,21-04-79,Taurus
Perez,Rosie,06-09-64,Virgo
Perle,Richard_N,16-09-41,Virgo
Perlman,Itzhak,31-08-45,Virgo
Peron,Juan_Domingo,08-10-1895,Libra
Perot,Ross,27-06-30,Cancer
Perrotta,Tom,13-08-61,Leo
Perry,Anne,28-10-38,Scorpio
Perry,Kenny,10-08-60,Leo
Perry,Rick,04-03-50,Pisces
Perry,Tyler,13-09-69,Virgo
Perry,William_J,11-10-27,Libra
Persico,Joseph_E,19-07-30,Cancer
Peter,Christian,05-10-72,Libra
Peterson,Laci,04-05-75,Taurus
Peterson,Oscar,15-08-25,Leo
Peterson,Peter_G,05-06-26,Gemini
Peterson,Scott,24-10-72,Scorpio
Petraeus,David_H,07-11-52,Scorpio
Pettitte,Andy,15-06-72,Gemini
Pfeiffer,Eckhard,20-08-41,Leo
Pfeiffer,Michelle,29-04-58,Taurus
Phelps,Michael,30-06-85,Cancer
Philbin,Regis,25-08-31,Virgo
Philippoussis,Mark,07-11-76,Scorpio
Phillips,Lawrence,12-05-75,Taurus
Phillips,Richie,01-01-40,Capricorn
Phillips,Steve,18-05-63,Taurus
Phillips,Tony,25-04-59,Taurus
Phoenix,Joaquin,28-10-74,Scorpio
Piano,Renzo,14-09-37,Virgo
Piazza,Mike,04-09-68,Virgo
Piazzolla,Astor,11-03-21,Pisces
Picasso,Pablo,25-10-1881,Scorpio
Pickens,T_Boone_Jr,22-05-28,Gemini
Picker,Tobias,18-07-54,Cancer
Pickering,Charles_W_Sr,29-05-37,Gemini
Pickering,Thomas_R,05-11-31,Scorpio
Pierce,David_Hyde,03-04-59,Aries
Pierce,Mary,15-01-75,Capricorn
Piniella,Lou,28-08-43,Virgo
Pinker,Steven,18-09-54,Virgo
Pinochet_Ugarte,Augusto,25-11-15,Sagittarius
Pinsky,Robert,20-10-40,Libra
Pinter,Harold,10-10-30,Libra
Pioline,Cedric,15-06-69,Gemini
Piot,Peter,01-01-49,Capricorn
Pipes,Richard,11-07-23,Cancer
Pippen,Scottie,25-09-65,Libra
Pirro,Jeanine,02-06-51,Gemini
Pischetsrieder,Bernd,15-02-48,Aquarius
Pistorius,Oscar,22-11-86,Scorpio
Pitino,Rick,18-09-52,Virgo
Pitt,Brad,18-12-63,Sagittarius
Pitt,Harvey_L,28-02-45,Pisces
Pittman,Robert_W,28-12-53,Capricorn
Piven,Jeremy,26-07-65,Leo
Pizzarelli,John,06-04-60,Aries
Plame,Valerie,13-08-63,Leo
Plath,Sylvia,27-10-32,Scorpio
Platt,Oliver,12-01-60,Capricorn
Player,Gary,01-11-35,Scorpio
Plimpton,George,18-03-27,Pisces
Plummer,Christopher,13-12-29,Sagittarius
Plummer,Jake,19-12-74,Sagittarius
Plushenko,Yevgeny,03-11-82,Scorpio
Podesta,John_D,08-01-49,Capricorn
Podhoretz,Norman,16-01-30,Capricorn
Poe,Edgar_Allan,19-01-1809,Capricorn
Pogrebin,Letty_Cottin,09-06-39,Gemini
Pogrebin,Robin,17-05-65,Taurus
Pogue,David,09-03-63,Pisces
Poindexter,John_M,12-08-36,Leo
Poitier,Sidney,20-02-27,Pisces
Polanski,Roman,18-08-33,Leo
Polgar,Judit,23-07-76,Leo
Polgreen,Lydia,01-01-75,Capricorn
Politan,Nicholas_H,01-01-35,Capricorn
Pollack,Milton,01-01-06,Capricorn
Pollan,Michael,06-02-55,Aquarius
Pollini,Maurizio,05-01-42,Capricorn
Pollitt,Katha,14-10-49,Libra
Pollock,Jackson,28-01-12,Aquarius
Poritz,Deborah_T,26-10-36,Scorpio
Porter,Cole,09-06-1891,Gemini
Portman,Rob,19-12-55,Sagittarius
Posada_Carriles,Luis,15-02-28,Aquarius
Posada,Jorge,17-08-71,Leo
Posey,Parker,08-11-68,Scorpio
Posner,Gerald,20-05-54,Taurus
Posner,Richard_A,11-01-39,Capricorn
Postrel,Virginia,14-01-60,Capricorn
Potter,Dennis,17-05-35,Taurus
Poulenc,Francis,07-01-1899,Capricorn
Pound,Dick,22-03-42,Aries
Pound,Ezra,30-10-1885,Scorpio
Poussaint,Alvin_F,15-05-34,Taurus
Powell,Colin_L,05-04-37,Aries
Power,Samantha,21-09-70,Virgo
Powers,Ann,04-02-64,Aquarius
Powers,Thomas,12-12-40,Sagittarius
Prada,Miuccia,10-05-49,Taurus
Preska,Loretta_A,07-01-49,Capricorn
Presley,Elvis,08-01-35,Capricorn
Pressler,Larry,29-03-42,Aries
Preval,Rene,17-01-43,Capricorn
Previn,Andre,06-04-29,Aries
Prey,Hermann,11-07-29,Cancer
Prial,Frank_J,04-11-30,Scorpio
Price,Leontyne,10-02-27,Aquarius
Price,Nick,28-01-57,Aquarius
Price,Reynolds,01-02-33,Aquarius
Priebke,Erich,29-07-13,Leo
Primakov,Yevgeny_M,29-10-29,Scorpio
Prince,Charles_O_III,13-01-50,Capricorn
Prince,Faith,06-08-57,Leo
Prince,Harold,30-01-28,Aquarius
Prodi,Romano,09-08-39,Leo
Prokofiev,Sergei,27-04-1891,Taurus
Prose,Francine,01-04-47,Aries
Proust,Marcel,10-07-1871,Cancer
Prueher,Joseph_W,25-11-42,Sagittarius
Pryor,Richard,01-12-40,Sagittarius
Puccini,Giacomo,22-12-1858,Capricorn
Puck,Wolfgang,08-07-49,Cancer
Puckett,Kirby,14-03-60,Pisces
Puente,Tito,20-04-23,Aries
Pullman,Bill,17-12-53,Sagittarius
Pullman,Philip,19-10-46,Libra
Pulsipher,Bill,09-10-73,Libra
Purcell,Philip_J,01-01-43,Capricorn
Purdum,Todd_S,13-12-59,Sagittarius
Puryear,Martin,23-05-41,Gemini
Putin,Vladimir_V,07-10-52,Libra
Puzo,Mario,15-10-20,Libra
,Qaddafi,Muammar_el-,01-01-40,Capricorn
Quaid,Dennis,09-04-54,Aries
Quartey,Ike,27-11-69,Sagittarius
Quasthoff,Thomas,09-11-59,Scorpio
Quattrone,Frank_P,01-01-55,Capricorn
Quayle,Dan,04-02-47,Aquarius
Queler,Eve,11-01-31,Capricorn
Quinn,Aidan,08-03-59,Pisces
Quinn,Anthony,21-04-15,Taurus
Quinn,Christine_C,25-07-66,Leo
Qurei,Ahmed,26-03-37,Aries
Rabbani,Burhanuddin,20-09-40,Virgo
Rabe,David,10-03-40,Pisces
Rabin,Leah,08-04-28,Aries
Rabin,Yitzhak,01-03-22,Pisces
Rachmaninoff,Sergei,01-04-1873,Aries
Racicot,Marc,24-07-48,Leo
Racine,Jean,20-09-78,Virgo
Radcliffe,Daniel,23-07-89,Leo
Radcliffe,Paula,17-12-73,Sagittarius
Radner,Gilda,28-06-46,Cancer
Raffarin,Jean-Pierre,03-08-48,Leo
Rafsanjani,Ali_Akbar_Hashemi,25-08-34,Virgo
Rafter,Patrick,28-12-72,Capricorn
Rahlves,Daron,12-06-73,Gemini
Rahman,Hasim,07-11-72,Scorpio
Raimi,Sam,23-10-59,Libra
Raines,Franklin_D,14-01-49,Capricorn
Raines,Tim,16-09-59,Virgo
Rainwater,Richard_E,01-01-43,Capricorn
Raitt,Bonnie,08-11-49,Scorpio
Rajoub,Jibril,01-01-53,Capricorn
Ralston,Joseph_W,04-11-43,Scorpio
Ramadan,Taha_Yassin,22-02-38,Pisces
Rameau,Jean-Philippe,25-09-1683,Libra
Ramey,Samuel,28-03-42,Aries
Ramirez,Manny,30-05-72,Gemini
Ramon,Ilan,20-06-54,Gemini
Ramos,Fidel_V,18-03-28,Pisces
Ramos,Tab,21-09-66,Virgo
Ramsey,Patsy,29-12-56,Capricorn
Rand,Ayn,02-02-05,Aquarius
Randall,Tony,26-02-20,Pisces
Randolph,Willie,06-07-54,Cancer
Rangel,Charles_B,11-06-30,Gemini
Rankin,Ian,28-04-60,Taurus
Rather,Dan,31-10-31,Scorpio
Ratner,Bruce,23-01-45,Aquarius
Ratner,Michael,01-01-43,Capricorn
Rattle,Simon,19-01-55,Capricorn
Rau,Johannes,16-01-31,Capricorn
Rauschenberg,Robert,22-10-25,Libra
Ravitch,Diane,01-07-38,Cancer
Ravitch,Richard,07-07-33,Cancer
Ray,James_Earl,10-03-28,Pisces
Ray,Man,27-08-1890,Virgo
Raymond,Lisa,10-08-73,Leo
Rayner,Richard,01-01-56,Capricorn
Rebeck,Theresa,19-02-58,Pisces
Reddin,Keith,07-07-56,Cancer
Redford,Robert,18-08-36,Leo
Redgrave,Lynn,08-03-43,Pisces
Redgrave,Vanessa,30-01-37,Aquarius
Redlener,Irwin,12-08-44,Leo
Redman,Joshua,01-02-69,Aquarius
Redstone,Sumner_M,27-05-23,Gemini
Reed,John_S,01-01-39,Capricorn
Reed,Lou,02-03-42,Pisces
Rees,Roger,05-05-44,Taurus
Reeve,Christopher,25-09-52,Libra
Reeves,Dan,19-01-44,Capricorn
Reeves,Keanu,02-09-64,Virgo
Regan,Judith,17-08-53,Leo
Rehnquist,William_H,01-10-24,Libra
Reich,Robert_B,24-06-46,Cancer
Reich,Steve,03-10-36,Libra
Reichl,Ruth,16-01-48,Capricorn
Reid,Harry,02-12-39,Sagittarius
Reilly,John_C,24-05-65,Gemini
Reiner,Carl,20-03-22,Pisces
Reiner,Rob,06-03-47,Pisces
Reinking,Ann,10-11-49,Scorpio
Reinsdorf,Jerry,25-02-36,Pisces
Rell,M_Jodi,16-06-46,Gemini
Relman,Arnold_S,17-06-23,Gemini
Remnick,David,29-10-58,Scorpio
Rendell,Edward_G,05-01-44,Capricorn
Rendell,Ruth,17-02-30,Aquarius
Reno,Janet,21-07-38,Cancer
Renoir,Jean,15-09-1894,Virgo
Ressam,Ahmed,09-05-67,Taurus
Revkin,Andrew_C,01-01-56,Capricorn
Reyes,Jose,11-06-83,Gemini
Reynolds,Burt,11-02-36,Aquarius
Reynolds,Debbie,01-04-32,Aries
Reynolds,W_Ann,01-01-38,Capricorn
Rezko,Antoin,01-01-55,Capricorn
Rhoden,William_C,01-01-50,Capricorn
Rhodes,Richard,04-07-37,Cancer
Rice,Anne,04-10-41,Libra
Rice,Condoleezza,14-11-54,Scorpio
Rice,Glen,28-05-67,Gemini
Rice,Jerry,13-10-62,Libra
Rich,Denise,26-01-44,Aquarius
Rich,Frank,02-06-49,Gemini
Rich,Marc,18-12-34,Sagittarius
Richards,Amy,01-01-70,Capricorn
Richards,Keith,18-12-43,Sagittarius
Richardson,Bill,15-11-47,Scorpio
Richardson,Nolan,27-12-41,Capricorn
Richtel,Matt,02-10-66,Libra
Richter,Gerhard,09-02-32,Aquarius
Richter,Mike,22-09-66,Virgo
Rideau,Wilbert,13-02-42,Aquarius
Ridge,Tom,26-08-45,Virgo
Rigas,John_J,24-11-24,Sagittarius
Riley,Bob,03-10-44,Libra
Riley,Pat,20-03-45,Pisces
Riley,Richard_W,02-01-33,Capricorn
Riordan,Richard_J,01-05-30,Taurus
Rios,Marcelo,26-12-75,Capricorn
Risen,James,01-01-55,Capricorn
Ritchie,Guy,10-09-68,Virgo
Ritter,Scott,15-07-61,Cancer
Rivera,Chita,23-01-33,Aquarius
Rivera,Diego,08-12-1886,Sagittarius
Rivera,Geraldo,04-07-43,Cancer
Rivera,Mariano,29-11-69,Sagittarius
Rivers,Doc,13-10-61,Libra
Rivers,Joan,08-06-33,Gemini
Rivlin,Alice_M,04-03-31,Pisces
Rizzuto,Phil,25-09-17,Libra
Roach,Max,10-01-24,Capricorn
Roach,Stephen_S,16-09-45,Virgo
Robards,Jason,26-07-22,Leo
Robb,Charles_S,26-06-39,Cancer
Robbins,Jerome,11-10-18,Libra
Robbins,Tim,16-10-58,Libra
Roberts,Brian_L,28-06-59,Cancer
Roberts,Cokie,27-12-43,Capricorn
Roberts,John_G_Jr,27-01-55,Aquarius
Roberts,Julia,28-10-67,Scorpio
Roberts,Lillian,02-01-28,Capricorn
Roberts,Pat,20-04-36,Aries
Robertson,Pat,22-03-30,Aries
Robeson,Paul,09-04-1898,Aries
Robinson,Damien,22-12-73,Capricorn
Robinson,Jackie,31-01-19,Aquarius
Robinson,Larry,02-06-51,Gemini
Robinson,Mary,21-05-44,Gemini
Robinson,Rachel,19-07-22,Cancer
Robinson,V_Gene,29-05-47,Gemini
Roche,James_G,16-12-39,Sagittarius
Rock,Chris,07-02-65,Aquarius
Rockefeller,David,12-06-15,Gemini
Rockefeller,Laurance_S,26-05-10,Gemini
Rockefeller,Nelson_Aldrich,08-07-08,Cancer
Rocker,John,17-10-74,Libra
Rockwell,John,01-01-40,Capricorn
Rockwell,Norman,03-02-1894,Aquarius
Rockwell,Sam,05-11-65,Scorpio
Roddick,Andy,30-08-82,Virgo
Rodgers,Richard,28-06-02,Cancer
Rodgers,T_J,15-03-48,Pisces
Rodin,Auguste,12-11-1840,Scorpio
Rodman,Dennis,13-05-61,Taurus
Rodriguez,Alex,27-07-75,Leo
Rodriguez,Ivan,30-11-71,Sagittarius
Roenick,Jeremy,17-01-70,Capricorn
Roethlisberger,Ben,02-03-82,Pisces
Rogan,James_E,21-08-57,Leo
Rogers,Richard,23-07-33,Leo
Rogers,Roy,05-11-11,Scorpio
Rogge,Jacques,02-05-42,Taurus
Rohatyn,Felix_G,29-05-28,Gemini
Rohde,David,01-01-67,Capricorn
Rohmer,Eric,21-03-20,Aries
Rohter,Larry,03-02-50,Aquarius
Roiphe,Anne,25-12-35,Capricorn
Roiphe,Katie,13-07-68,Cancer
Roker,Al,20-08-54,Leo
Rollins,Sonny,07-09-30,Virgo
Romanowski,Bill,02-04-66,Aries
Romer,Roy,31-10-28,Scorpio
Romney,Mitt,12-03-47,Pisces
Ronstadt,Linda,15-07-46,Cancer
Rooney,Dan,20-07-32,Cancer
Roosevelt,Eleanor,11-10-1884,Libra
Roosevelt,Franklin_Delano,30-01-1882,Aquarius
Roosevelt,Theodore,27-10-1858,Scorpio
Rorem,Ned,23-10-23,Libra
Rose,Charlie,05-01-42,Capricorn
Rose,Jalen,30-01-73,Aquarius
